Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
timnas mental cacat dia apa prestasi yang telah menorehkan km buat indonesia selama menjadi ketua mundur o orang edan jabatan,0,1,0,0,1,0,2
berarti bukan pribumi ya ayo kita akan bahan pribumi usir dari indonesia dia keturunan cina pribumi bukan,1,0,0,1,0,0,2
bom dari mata juga lucu an ya dan dan lucu lucuan,1,0,0,0,1,0,2
susilo bambang yudhoyono tidak butuh dijelek in memang sudah pimpinan kaum bobrok koruptor,0,1,0,0,0,0,1
rakyat akan indonesia azab lihat yang akan kamu dapat poltak mulut bangkai di pelihara,1,0,0,0,1,0,2
apa yang tidak terpikirkan oleh kita semuanya bisa terjadi di rezim ini xf x f x x,0,0,0,0,0,0,0
kalau lihat pura budek pasti dan menolak lupa lihat budek uniform resource locator,0,1,0,0,1,0,2
anti islam pro komunis insyaallah kita akan saksikan kehancurannya,1,0,1,1,0,0,3
tak berambisi admin bisa saja judulnya ih,0,0,0,0,0,0,0
bangsa dan negara harus berani mengubur islam said menegaskan negara tidak kalah oleh teroris,0,1,1,0,0,0,2
sinting sp keluar tanggal maret rencana kirim maret juga xf x f x x xf x f x x xf x f x x xf x f x x modar,0,0,0,0,0,0,0
ustaz partai keadilan sejahtera yudi widiana menilap duit pak bahasa agama juz amp liqo felix kwetiau amp alumni pada amp diam budek pura giliran bu sukma baca puisi pada teriak kesurupan,0,1,1,0,0,0,2
spill dong nama restoran gue pernah tinggal di papua dulu amp seingat gue harga pangan di sana mahal mbaknya goblok cacat,1,0,0,0,1,0,2
op rohingya botak teroris teroris uniform buddha resource locator,0,1,1,0,1,0,3
mampus di tembak dalam banget silvy kamu uruskan itu dapur tidak punya program sukanya menyerang terus gue debat final pemilihan kepala daerah jakarta,1,0,0,0,0,0,1
wanita transgender berusia tahun dari mansehra sebuah kota di timur pakistan yang dikelilingi oleh pegunungan hijau itu tengah berkampanye untuk pemilihan umum pakistan juli ia maju xe x xa uniform resource locator,0,0,0,0,0,0,0
oi anjir bolot banget saja paham resource locator,1,0,0,0,1,0,2
haha jangan terlalu keras bro kita tetap hargai mereka yang tetap ingin ganti presiden walaupun mereka tidak memilih prabowo yang penting kita fokus dukung prabowo,0,0,0,0,0,0,0
sudah kesal lah xf x f x xbe xf x f x xbe xf x f x xbe kacrut televisi republik indonesia,0,1,0,0,0,0,1
bukan cuma foto swafoto tapi juga foto badan dan lain lain terutama foto yang bajunya terbuka beware orang sinting makin banyak setidaknya menjaga itu lebih baik,0,0,0,0,0,0,0
nih benaran admin akun resmi coba dong pak kasih training dulu tentang ekonomi biar tidak asal twit admin goblok mempengaruhi citra partai lah,0,1,0,0,0,0,1
iya juga sih yang bilang banyak asing amp tidak juga anggota dewan perwakilan rakyat terus bagaimana dong,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah aman dan anti hoaks perangkat desa kedungrejo jabon,0,0,0,0,0,0,0
sssst tidak perlu ribuuut bikin budek kita lihat saja nanti tahun siapa yang akan di ridai oleh allah subhanahu wa taala untuk memimpin kembali negara kita yang tercinta ini dan sudah titik,0,0,0,0,0,0,0
ciri khas yang cebong melekat kalah data fakta langsung otak porno keluar tidak ganti presiden presidenbaru asal bukan jokowi,1,0,0,0,0,1,2
tiket kakak tambahan kelas ekonomi ludes terjual,0,0,0,0,0,0,0
diktator jokowi itu betul betul nahdlatul ulama jongos ulama,1,0,1,0,0,0,2
pak tugas anda lebih berat dari badan narkotika nasional menyadarkan muslim salat mengaji zikir sama dengan ekstasi,0,1,1,0,0,0,2
jokowi itu betul betul jongos nahdlatul ulama ulama,1,0,1,0,0,0,2
bagas kemarin saya lihat profil dia di grindr,1,0,0,0,0,1,2
konferensi tingkat tinggi ulama dan cendekiawan muslim dunia akan terbitkan risalah bogor,0,0,0,0,0,0,0
pada sabtu pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kp b di curug kota serang sebabaduy,0,0,0,0,0,0,0
urus telur saja tidak becus dengan urusan yang lain dasar cungkring sudah peang meminta x,1,0,0,0,1,0,2
anda didungukan dan diperbudak islam muslim bukan ras tapi yang dapat diubah racist,0,1,1,0,0,0,2
tuyul apa monyet,0,0,0,0,0,0,0
babi cina cina maling dan usir cina uniform locator resource,0,1,0,1,0,0,2
babi kamu ini ya mungkin lahir dari bani babi kamu ini anjing lah kamu ini dan kau berbicara menteri selangkangan tapi majikan kamu bini nya selingkuh tahun itu yang cocok menteri selangkangan dan tahun coy dan harus kamu tuduh begitu,1,0,0,0,0,0,1
lebih baik pilih ahok daripada pilih se yang tetapi iman koruptor dan munafik bodoh kamu,1,0,1,0,0,0,2
question bodoh kalau mau ngentot tidak usah goblok puasa,1,0,0,0,0,1,2
anda muhammad atau tidak tuliskan argumentasi anda ke pak agar tak ada keraguan lagi,1,0,1,0,0,0,2
tidak cocok jadi calon presiden nya jokowi cocok untuk prabowo,1,0,0,0,0,0,1
nanti ada rezim islam indonesia rezim amerika ujung kristen ujungnya islam lawan buddha lawan kristen lawan hindu senang kah anda,1,0,1,0,0,0,2
begini ya lucas punya dua racun mau dia yang lagi benar benaran cakap nya atau racun sarap nya dan nmon maaf gue keracunan sarap nya,0,0,0,0,0,0,0
fakta kang hari ini partai pendukung sih penista agama sangat dibenci termasuk rakyat rakyat jabar uniform resource locator,0,1,1,0,0,0,2
mundur dari sekarang pak gatot amp bersaing sehat dengan pak jokowi,1,0,0,0,0,0,1
usir teroris yang muslim rohingya usir kedutaan besar myanmar,0,1,1,1,0,0,3
silakan duduk kok kata sih mbak nya tidak hanya di samarinda dan di yogyakarta di palembang pun saya dipanggil koko saya yakin alasan utamanya karena mata saya memang agak sipit tapi tak apa saya cukup menikmatinya bugis banjar tionghoa,0,0,0,0,0,0,0
komunis partai komunis indonesia maunya umat ribut islam terus mereka senang pemerintah anti gaya islam adu domba dimainkan terus,0,1,1,1,0,0,3
partai komunis indonesia akan bangkit,0,1,0,1,0,0,2
luhut sih bajingan muka sekarang banyak perusahaannya duit dari mana dia,1,0,0,0,1,0,2
momen pertemuan antara erdogan gubernur indonesia presiden turki,0,0,0,0,0,0,0
umat islam tidak toleran umat kristiani buddha rindu dan sebagainya itu pasti sudah kami usir uniform resource locator,0,1,1,1,0,0,3
selanjutnya turunkan jokowi pak deh,1,0,0,0,0,0,1
sarap gue rasa mereka haha mentang april fool si day,0,0,0,0,0,0,0
seorang kristen melakukan apa yang benar karena dia adalah seorang kristen bukan supaya menjadi orang kristen,0,0,0,0,0,0,0
mahasiswi sange mengocok memek dan dan colok memek mengintip bokep indo vivov kimcil bokep sma pasangan suami istri ngentot tante girang bugilte xe x xa,0,0,0,0,0,0,0
kalau partai komunis indonesia gaya baru jokowi antek komunis,1,0,0,1,0,0,2
teruskan kedunguanmu bong sampai bangsa ini tercabik tinggal saya punguti saja sampah kayak kamu satu dasar mata sipit,1,0,0,1,0,0,2
dosa fitnah umpama membunuh tak sedar taulah ke tidak yang cina buku xc xb islam fitnah itu lantaklah dia nih yang konon nih islam apa cerita,0,1,1,1,0,0,3
gue enek sama kamu semua urusan orang kamu mau tau ingin tahu cewek alay,1,0,0,0,0,1,2
setiap kali prof membalas para akun yang berteriak mencaci amp melabeli beliau dengan kafir liberal jil dan lain lain saya hanya punya satu rasa penasaran bagaimana wajah para manusia di balik akun tersebut melihat jawaban profesor yang kalem amp sangat berb,0,0,0,0,0,0,0
dasar setan,1,0,0,0,0,0,1
bertahun di ejek cebong jokowi kodok partai komunis indonesia kafir dongok santai saja itu kenapa harus panik ya sih dia di panggil kampret xf x f x x xf x f x x,1,0,0,0,0,0,1
ajun komisaris besar polisi frido situmorang si h si i k tingkatkan ukhuwah islam gelar perlombaan nusantara express rantauprapat dalam rangka memperingati isra mi raja nabi besar muhammad saw dan menyambut bulan suci ramadan polisi resor labuhan batu gelar perlombaan,0,0,0,0,0,0,0
dulu pernah ada review penelitian yang katanya membuktikan masing in cina food bikin sindrom restoran cina dan waktu hasil nya diteliti ada zat yang umum ditemukan dalam makanan itu tetapi saat itu tidak ditunjuk sebagai penyebab gejala tidak enak,0,0,0,0,0,0,0
seorang pemimpin yang baik amp berkualitas adalah yang senantiasa mencari jalan penyelesaian yang kondusif buat rakyat bukan hanya bijak menggelak dengan menyalahkan orang lain akhir zaman ramai di kalangan umatku adalah orang munafik islam si,0,0,0,0,0,0,0
Picek matamu,1,0,0,0,1,0,2
inus adalah modus para antek kaum liberal syiah dan yahudi untuk menghancurkan islam umumnya dan ahlusunah sunnah pada khususnya,0,0,0,0,0,0,0
ha cuma buat orang kayak kamu pecun dang aduh banget tidak orang kayak kamu di bacot sedikit saja sudah napas sesak,1,0,0,0,0,1,2
lebaran presiden baru punya massa punya wibawa punya strategi sidang istimewa lengserkan jokowi sebelum lebaran,1,0,0,0,0,0,1
usir duta besar myanmar dari negeri ini kasih peringatan umat buddha di tawar kita mereka agar untuk mengimbau menghentikan penyiksaan kepada umat islam disana,0,1,1,1,0,0,3
partai demokrasi indonesia perjuangan menang mereka kaum sipit mau menguasai indonesia tambang kalian tertawa saja dasar tidak punya indonesia nasionalisme lebih baik tidak usah ikut pemilihan umum bagi kalian yang dukung periode dan hasilnya tambang indonesia dikuasai sipit dan,0,1,0,1,0,0,2
memang verbalnya keras pelampiasan pelarian karena kelelakiannya lunak,1,0,0,0,0,1,2
bersemangat orang depan aku nih cerita politik kononnya nak tegakkan islam sekali makanan sampai terus dia ambil masuk mulut aku tegur kenapa tak baca bismillah terus dia tukar topik cerita pasal ronaldhinho nak main dengan tim perak liga super,0,0,0,0,0,0,0
biadab banget ini jokowi pasti konspirasi musuh musuh islam,1,0,1,0,0,0,2
twit in english tak bermakna dia budget hot twit banyak melayu tak bermakna dia sok kampung twit islam tak bermakna dia budget alim,0,0,0,0,0,0,0
saja throwback lagu zaman sekolah xf x f x x cinta monyet konon nurl,0,0,0,0,0,0,0
partai keadilan sejahtera front pembela dan kawan kawan teriak fitnah orang partai komunis indonesia antek asing asing yang pasang merah putih terbalik siapa yang fan asing isis al qaeda dan lain siapa,0,1,1,0,0,0,2
iklan ahok jahat ahok menciptakan bara api antara rakyat pribumi dengan tionghoa dibalut dengan fobia ahok kafir,1,0,1,1,0,0,3
ayat xe x x cbossku xe x x di dengan xe x x cmaju kamu sini anjing xe x x di nih memang sedap diguna satu terlalu sopan satu terlalu kurang ajar,1,0,0,0,0,0,1
bahas kebangsaan harus dijelaskan tuhan yang maha esa dalam pancasila untuk semua orang indonesia allah subhanahu wa taala benci kafir bukan tuhan,0,1,1,0,0,0,2
mengomongnya sama saja berak kasihan,1,0,0,0,0,0,1
isinya banci ya,0,1,0,0,0,1,2
terciduk juga nih kunyuk proses hukum saja tidak usah pakai matre uniform resource locator,1,0,0,0,0,0,1
ketua umum ppp sama romahurmuziy bersilaturahmi ke kediaman ketua utama alkhairaat habib sayid saggaf muhammad al jufri romahurmuziy ppp sempurna,0,0,0,0,0,0,0
cuma di rezim ini semua halal gara gara duit rasa malu pejabat pada putus kayak nya kadang sudah terciduk blunder malah menabrak hukum yang dibuat sendiri parah nih rezim,0,1,0,0,0,0,1
ancaman bom dari mata sipit juga lucu an ya dan dan lucu lucuan,1,0,0,0,1,0,2
wahabi takfiri gurem bro bacot doang gede sana kamu minggat ke suriah gabung isis najis bani takfiri,1,0,1,0,0,0,2
aaaa siap siap jadi koordinator wilayah dewan pimpinan cabang pondok cina nih smash blast bis maniak smash is back,0,0,0,0,0,0,0
adem banget melihatnya allahu akbar,0,0,0,0,0,0,0
beda paham impor garam menteri perdagangan eka mau impor amp menteri kelautan fadel tidak mau impor kementerian perekonomian ekonomi survei ke jawa timur jawa tengah jabar tim dari es ih dir impor kementerian perdagangan kementerian kelautan kementerian industri amp saya ketua tim sama data sekretariat dewan pertimbangan presiden hasilnya,0,0,0,0,0,0,0
retweet sensasi ngentot dengan cewek cantik berhijab xf x f x x di dan dan part dan dan blowjob kontol hijab ngentot orang berhijab sepong kontol xe x xa,0,0,0,0,0,0,0
alhamdulillah gubernur gagal amp bobrok sudah diganti gubernur muslim yang jauh lebih baik insyaallah ganti presiden jangan pernah lelah berjuang niatkan sebagai ibadah dan nikmati perjuangan melawan pemimpin zalim,1,0,0,0,0,0,1
kok ikut balik sana ke cina orang islam rohingya saja di usir sama buddha myanmar kampret,0,1,1,1,0,0,3
yang salah pendapatan anggaran dan negara belanja buat gaji sih mulut onta kerja tidak ada semoga allah cepat kasih kamu saja,1,0,0,0,1,0,2
cocok jadi presiden,0,0,0,0,0,0,0
tante vero di kejo tahun bukan hoaks itu kampret kamu ya,1,0,0,0,0,0,1
itu dia mata picek matanya cuma lihat sebelah,1,0,0,0,1,0,2
mata lu picek ya janji yang jokowi kok yang di susilo tagih bambang yudhoyono matamu picek blok xf x f x x xf x f x x,1,0,0,0,1,0,2
warisan presiden periode sebelumnya tahun hasilnya cuma beberapa album lagu kader nya korupsi berjemaah tetapi sekarang lagaknya sera,0,1,0,0,0,0,1
teroris itu ternyata mayoritas buddha,0,1,1,0,0,0,2
aww good luck aku suka pusing kalau bahas budaya populer,0,0,0,0,0,0,0
luhut sih muka bajingan sekarang perusahaannya banyak duit dari,1,0,0,0,1,0,2
Kafir cina ini adalah bangsat kamu komunis dasar,1,0,1,1,0,0,3
hai kampret goblok idiot bin bodoh kamu baca ini pekok peet dipelihara kampret masih msu tanya lagi sehat kapan turki dan israel punya hubungan uniform diplomatik resource locator,1,0,0,0,1,0,2
kondom dan dan me mau rewatch film marvel di televisi dan ayah kamu jangan menonton itu itu itu buatan orang tidak boleh menonton yang ada unsur yahudinya dan me oke dan sebal,0,1,1,0,0,0,2
cebong sudah padahal di najis kamu bong mata kamu pada picek,0,1,0,0,1,0,2
perbuatan lgbt itu sendiri adalah melampau uniform resource locator,0,0,0,0,0,0,0
acara yang mendungukan membiadabkan bangsa mengaji budaya dari muhammad arab buta huruf mengakui nabi ganti budaya baca,0,1,1,1,0,0,3
Kontol alah,1,0,0,0,0,1,2
ganyang komunis partai beserta indonesia antek anteknya,0,1,0,1,0,0,2
rihanna ternyata tidak diet lah kamu siapa kampang membicarakan kalori,1,0,0,0,0,0,1
pada akhirnya para bangkai ditemukan,1,0,0,0,0,0,1
entot adik mas ah ah terus mas enjot memek adik,0,0,0,0,0,0,0
baru jadi calon legislatif saja budek ngawur terbayang nanti kalau sudah jadi xf x f xa x xf x f x x,1,0,0,0,1,0,2
ekonomi meroket itu hoaks,0,0,0,0,0,0,0
op rohingya kristen membunuh di afghanistan yahudi membunuh di palestina islam membunuh dimana malah dicap teroris pikir,0,1,1,0,0,0,2
model sertifikasi tanah ala rejim jokowi ini tidak ada semeter persegi pun tanah yang diambil dari tangan tuan tuan tanah dan didistrusikan kepada petani tak bertanah berdasar prinsip yang berkeadilan keadilan tanah,0,0,0,0,0,0,0
haha kamu benar giliran majikan dia tahun mesum sih kunyuk diam sok suci pula memaki memikirkan sex muka lacur kamu kunyuk,1,0,0,0,0,1,2
memang dibentuk bani togel untuk digerakan oke cukong penunggang agama bukannn xf x f x x,0,1,1,0,0,0,2
kapan tuhan pernah ikut pilihan gubernur sama lari ke arab ya cong nelo sudah bencong otak idiot pula hina banget kamu ya cong,1,0,0,0,1,1,3
anda bisa mengukur kadar keimanan seseorang tetapi kadarmu tak kamu lihat apakah tergolong orang yang sudah picek mata hatinya,1,0,0,0,1,0,2
ya anjir benar satu saja tidak keurus,0,0,0,0,0,0,0
waspada jabar jangan jadi tamen sih cungkring ini dia itu muka petruk hati dasamuka,1,0,0,0,1,0,2
partai komunis,0,1,0,1,0,0,2
picek a duit tidak ada memaksa beli hutang belum release baru mau disiapkan bank sudah koar nanti waktu dana tidak ada jawabnya bukan urusan saya dungu plus kocak diambil semua,1,0,0,0,1,0,2
tidak kamu,1,0,0,0,0,1,2
ejek kamu ngentot makanya bukan mengajak ngewe,1,0,0,0,0,1,2
kamu ceng,1,0,0,0,1,0,2
mata najwa debat jakarta lucu banget jawaban ahok tidak menyambung ditanya apa di apa jawab kena mat sekak di pertanyaan isu agama tadi dasar cina tolol haha,1,0,0,1,0,0,2
haha ru kacamata dari cina buatan kafir bro mereknya ahok hoook,0,1,0,1,0,0,2
eh tapi aku tak tau nasabah itu menukar apa menabung apa bagaimana pokoknya mengurus mata uang asing,0,0,0,0,0,0,0
edan edan pokoknya presiden dan usir cina keparat tidak tau malu,0,1,0,1,0,0,2
nama artis boleh retweet tak akan nama yang indah nih tak boleh penunggang agama detected,0,0,0,0,0,0,0
pertemuan presiden jokowi dan ulama jawa barat,0,0,0,0,0,0,0
astagfirullahal azim tolong diingatkan saja jangan sampai musyrik salam budaya spirit gebyar nusantara sragen yogyakarta haram agama,0,0,0,0,0,0,0
tiap hari komen di facebook pakai template yang sama rezim partai komunis indonesia rezim anti islam rezim penjilat cina dan sebagainya,0,1,0,0,0,0,1
fahri hamzah bela masalah prabowo pertolongan pemerintah jokowi ke rohingya bubarkan partai komunis indonesia bubarkan komunis partai indonesia,0,1,0,1,0,0,2
dasar kafir,0,1,1,0,0,0,2
gangguan pendengaran atau ketulian menyebabkan kesulitan menjawab cepat pembicaraan makanya sering disangka dingin banget ke cewek disangka vampir padahal adalah budek tidak dengar setengah tuli,0,0,0,0,0,0,0
berani bayar berapa kamu ketek onta,1,0,0,0,0,0,1
jokowi dia pribumi berarti dia jongos cina penghianat bangsa komunis,0,1,0,1,0,0,2
banyak warga negara asing asing ke indonesia karena mau ikut mencoblos ini bukan ganti presiden presiden ganti presiden,0,1,0,1,0,0,2
kekurangan asam folat dapat mengganggu pembentukan otak sampai cacat bawaan pada susunan saraf pusat maupun otak janin,0,0,0,0,0,0,0
muhammad menurut alquran manusia bejat sangat jelas kan,0,1,1,0,0,0,2
ada kampreter yang teriak anjing antek asing asing tidak ya,0,1,0,0,0,0,1
jangan memframing seolah kitab suci hanya milik umat islam agar umat demo menyalahkan rocky terus cebong leyeh menonton demo di televisi banyak sekali jenis kitab suci busuk,1,0,1,0,0,0,2
nah lah sekarang mengakui kalau ibu kamu di gangbang sama babi sipit memang nya mangkal dimana ibu itu cung hihi x f x x,1,0,0,1,0,0,2
aku berengsek masa adik ku kecebur aku mentertawakan,0,0,0,0,0,0,0
oh iya ya kapan otaknya sudah keropos di makan belatung onta xf x f x x xf x f x x,1,0,0,0,1,0,2
iya beliau warga katolik di sana cek direct message iya,0,0,0,0,0,0,0
maaf saya lupa bilang dan peran ww orang desa dokter seer penyihir dan maaf iya saya no,0,0,0,0,0,0,0
pekerja cina proyek jalan tol lempar bendera merah cuma putih dihukum hormat bendera di amp deportasi lah,0,1,0,1,0,0,2
hati hati pakai foto aung suu kyin dan pejabat indonesia nanti dilaporkan lagi ke polisi partai parno uniform resource locator,1,0,0,0,0,0,1
nanti lagi kalau dikasih pekerjaan rumah segara kerjakan jangan sampai molor tahun itu korbannya banyak dan tukang ceramah yang radikal juga makin bergentayangan anggota dewan perwakilan rakyat harus baca buku the power of now bukan menonton power of love yang enggak laku itu,0,0,0,0,0,0,0
begini bagaimana rakyat tidak curiga bahwa rezim sekarang anti pak uniform resource locator,1,0,1,0,0,0,2
komisi pemberantasan korupsi sudah menyerah dan siap di bubarkan uniform resource locator,0,1,0,0,0,0,1
ternyata tuhan juga mendengar doa para komunis rusia kroasia,0,0,0,0,0,0,0
pt freeport indonesia yang sudah tahun beroperasi di papua selama ini sahamnya dikuasai oleh asing membuat pembangunan papua tertinggal jauh padahal freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam papua freeport,0,0,0,0,0,0,0
jam kampang kamu ya ganteng banget ih,0,0,0,0,0,0,0
gubernur bego dalam sejarah daerah khusus ibukota,1,0,0,0,0,0,1
anda salah menyebut keberserahdirian menteri agama itu ekspresi tuhan datang melayani meminta di sembah,0,1,1,0,0,0,2
selain karena faktor alam kerawanan lainnya karena faktor non teknis seperti adanya pelemparan terhadap kakak yang sedang melintas,0,0,0,0,0,0,0
inikan rezim anti islam ya jadi kita harus mengertilah,1,0,1,0,0,0,2
populerb prabowo diminta tak jadikan isu rohingya untuk tekan pemerintah uniform resource locator uniform resource locator,1,0,0,0,0,0,1
para jenderal propaganda perang dengan jualan utamanya partai komunis indonesia dan cinaisasi,0,1,0,1,0,0,2
oleh karena itu presiden mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak jokowi ajak ulama sejukkan pemilihan kepala daerah,0,0,0,0,0,0,0
pengkhianat negara kesatuan republik adalah indonesia komplotan yang membuat keputusan merugikan negara komplotan tenggelamkan moncong babi antek partai komunis indonesia,0,1,0,1,0,0,2
orang indonesia itu dongok nya kelihatan banget dijalanan tidak mau kasih jalan buat pemadam kebakaran sudah begitu masih pada manfaatkan ambil jalur di belakang pemadam asli goblok semua xf x f x x,0,1,0,1,0,0,2
kalau di thailand ada celeng di indonesia ada cebong dan kampret,0,1,0,0,0,0,1
tidak pernah mendalami al alquran ya bang pantas saja mulutnya kayak orang kafir bejat hina,1,0,1,0,1,0,3
kalau banci memang gentleman saja sebut siapa orangnya,1,0,0,0,0,1,2
tidak pakai jilbab komunis knalpot saja pakai pak saringan sebagai orang nu seharusnya bisa juga mulutnya saringan punya,1,0,1,0,0,0,2
pasti berak kamu mencret mencret doang,0,0,0,0,0,0,0
dapat kabar kalau di barel oi ada bom ya allah kasihan banget ya yang indekos dekat situ,0,0,0,0,0,0,0
victor baru sekali berkoar saja kalian sudah kayak kebakaran bagaimana jenggot kalau viktor berulang kali berkoar di sana sini di masjid di jalanan seperti sih banci guru besar kalian apa lagi viktor chat mesum pasti bikin kalian rusuh sedunia dasar munafik,0,1,0,0,0,1,2
ada maksudnya mungkin yang orang katolik malah kursus dulu sebelum nikah kalau tujuannya positif gue dukung,0,0,0,0,0,0,0
gempar moeldoko mengamuk besar tantang prabowo hadapi dirinya bukan presiden jokowi berita terbaru,0,0,0,0,0,0,0
saudara mengaji bondowoso yu kita mengaji pahalanya kita hadiahkan kepada para guru dan ulama nu dan keluarga kita semua,0,0,0,0,0,0,0
apa yang km lakukan itu tidaklah patut km lakukan karena itu urusan pribadi masing jika ada masalah di sel xe x xa,0,0,0,0,0,0,0
gue pernah nih jaman sama ketinggalan bis sekolah jadi naik bis umum terus posisi gue berdiri dari pertama naik sampai turun pas lagi berdiri pantat gue di toel in anjiiiing karena gue tidak lemah lembut kayak kamu itu tangannya diam langsung gue cengk,0,0,0,0,0,0,0
gue ketemu anjir di depan gue,0,0,0,0,0,0,0
jokowi yang mundur lebih pas,1,0,0,0,0,0,1
begitu mulia bapak pengangguran akhirnya berkurang pak bapak begitu perhatian banget pak sama rakyat rakyat cina nyalon pemilihan presiden saja di sana pak pasti terpilih pak ganti presiden,1,0,0,0,0,0,1
maksud saya pendidikan jangan dibatasi helen keller wanita bisu tuli dan buta bisa mendapatkan gelar sarjana amp berprestasi steven hawking bisa tetap mengembangkan ilmu di dalam kelumpuhannya tidak,0,0,0,0,0,0,0
tolol bencong lagi bencoooooooonnnnnnggggg xf x f xa xa xf x f xa xa xf x xa xaa,1,0,0,0,0,1,2
pendukung surat pemberitahuan tahunan arb sda adalah orang bejat tabiatnya kasar termasuk orang ini begitu begitu lt lt dasar anjing,0,1,0,0,0,0,1
ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin,0,0,0,0,0,0,0
kok rakyat tidak bisa lengserkan jokowi,1,0,0,0,0,0,1
intinya yang tidak dukung prabowo adalah partai komunis indonesia,0,1,0,1,0,0,2
karena kamu mirip tai xf x f x x,1,0,0,0,0,0,1
memang bolot uniform resource locator,1,0,0,0,1,0,2
jangan serahkan nasib bangsa ini kepada orang orang yang mengabdi meng kacungkan diri ke cukong cukong asing penghianat negara kesatuan republik indonesia yang jadi pemodal dana kampanye mereka dan dan ganti presiden,0,1,0,0,0,0,1
belajarlah dari timor leste pribumi karena bukan lagi pemilik kedaulatan timor etnis leste cina penghianat perompak ahok,0,1,0,1,0,0,2
cina kok ikut berbicara balik sana cina orang islam rohingya saja di usir sama buddha myanmar,0,1,1,1,0,0,3
saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet xe x xa,0,0,0,0,0,0,0
oi cebong ya kamu dasar komunis ateis sifilis salibis autis,0,1,0,0,1,0,2
sampai lupa besok pagi sidang pendadaran haha anjir anjir mampus,0,0,0,0,0,0,0
fed well dan benar benar memotivasi dan jarang berebut bias dan dapat merch dia gampang dan lumayan murah sekali dan dan di bilang lesbi dan cowoknya kok cantik,0,0,0,0,0,0,0
bentar kak saya bertanya dulu sama pemuka agama kristen katolik buddha hindu dan kong hucu ya biar tidak salah,0,0,0,0,0,0,0
gembel sok elite kamu ngewe sari di ayu halo mas sama kelas kambing itu mainan gue tahun main itu di hotel jayakarta tematik klasik malio x sumo sama sampingnya yang atau sudah di tutup alexis ah mainan cebong kelas kambing cc,1,0,0,0,0,1,2
banget cacat goblok ican,1,0,0,0,1,0,2
semoga bisa ketemu presiden di istana kepresidenan bogor,0,0,0,0,0,0,0
musuh musuh islam itu kafir otomatis,0,1,1,0,0,0,2
kok cuma non cina muslim yang dibantai itu sih juga cina usir dong juga,0,1,1,1,0,0,3
pada dasarnya jilbab itu ada di islam kristen yahudi mungkin agama lain manusia tidak ada yang sempurna dimaklumi saja uni,0,0,0,0,0,0,0
yang penting jangan di indonesia,1,0,0,1,0,0,2
belum dijelaskan haji adalah penipuan ibrahim tak mungkin dikubur di biarkan kabah anda rakyat ditipu pak lukman,0,1,1,0,0,0,2
aneh kok dungu dipelihara,1,0,0,0,0,0,1
eh kasar kamu kampang,1,0,0,0,0,0,1
yang paling bikin males setelah jatuh dari motor itu bukan membenarkan motornya tapi punya koreng di lutut yang which is literally pas sudah kering bakal susah jalan karena korengnya tertarik tarik sama kulit,0,0,0,0,0,0,0
dinda pertanyaannya apa kalau sosial adalah gue belum,0,0,0,0,0,0,0
kalau cuma usir percuma pak bidang nasionalis ekonomi jangan sampai dimonopoli ekonomi cina total surat pemberitahuan tahunan sekarang hancur ri,0,1,0,1,0,0,2
aku ikut kafir,0,0,0,0,0,0,0
gebuk komunis partai komunis indonesia selamatkan negara republik kesatuan indonesia jangan kasih jangan kendor sampai pembantaian ulama dan kiai nu terulang,0,1,0,1,0,0,2
tempat sesat cari jalan mau pagi maktab gaya xf x f x x jalan jalan pintas situ tapi ditutup sebab konstruksi nya nih xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x hambar gila kamu turn kamu turn sini xf x f x x xf x f x x uniform resource locator,0,0,0,0,0,0,0
berbicara apaan sarap kamu tiba menyela ketawa sendiri kamu obat habis,1,0,0,0,1,0,2
faktanya parasit itu mengotot membela sih penista,0,1,1,1,0,0,3
kalian nih kenapa sih nyinyir yang hijrah padahal kan mereka cuma mau menutupi koreng,1,0,0,0,0,0,1
haram kafir jadi monyet pemimpin,0,1,1,0,0,0,2
dia itu agama nya apa sih,0,0,0,0,0,0,0
di rezim sekarang menteri nya lucu,0,0,0,0,0,0,0
patroli nih xf x f x x banyak juga otak nya yang ke geser xf x f x x padahal baru tanggal muda kok pada gila gila xf x f x x xf x f x x,0,0,0,0,0,0,0
Anggota dewan perwakilan rakyat ini pamer dungu biadab islam alquran merintahkan penggal kafir dia laksanakan dia bisa bilang ham,0,1,1,0,0,0,2
tolong kepolisian republik indonesia memeriksa anies sandi yang sudah jelas terlibat dalam saracen membatalkan pengangkatan mereka sesuai hukum yang berlaku,1,0,0,0,0,0,1
